Date,Type,Category,Amount,Account,Notes
2025-12-26,Expense,Sport,3434.61,HDFC Bank,Badminton Racket
2025-12-27,Expense,Bills,2200.19,ICICI Bank,Electricity Bill
2025-12-27,Expense,Uncategorized,435.39,Credit Card,General Expense
2025-12-28,Expense,Uncategorized,520.0,HDFC Bank,Cash Withdrawal
2025-12-28,Expense,Social,1983.47,HDFC Bank,Party Contribution
2025-12-28,Expense,Education,1667.23,HDFC Bank,Certification Fee
2025-12-29,Expense,Travel,9235.53,ICICI Bank,Flight Ticket Booking
2025-12-29,Expense,Bills,2627.09,ICICI Bank,Electricity Bill
2025-12-29,Income,Investment,12066.75,HDFC Bank,Crypto Capital Gain
2025-12-29,Expense,Car,3369.06,Cash,Car Service & Oil Change
2025-12-30,Expense,Travel,21697.89,ICICI Bank,Flight Ticket Booking
2025-12-30,Expense,Sport,2963.01,HDFC Bank,Gym Membership
2025-12-30,Expense,Electronics,12975.98,ICICI Bank,Headphones Purchase
2025-12-30,Expense,Bills,1085.55,Cash,WiFi Broadband Bill
2025-12-30,Income,Coupons,217.68,HDFC Bank,Referral Bonus Coupon
2025-12-30,Expense,Clothing,5389.53,HDFC Bank,Footwear Store
2025-12-31,Expense,Home,7366.84,Credit Card,Home Decor Item
2026-01-01,Income,Salary,90000.0,ICICI Bank,Monthly Base Salary
2026-01-01,Expense,Clothing,6802.02,Paytm Wallet,Footwear Store
2026-01-02,Expense,Health,3149.26,Paytm Wallet,Apollo Pharmacy
2026-01-02,Expense,Education,3584.79,Cash,Udemy Course
2026-01-02,Expense,Clothing,725.22,Paytm Wallet,Footwear Store
2026-01-02,Expense,Health,282.28,Cash,Lab Diagnostics
2026-01-03,Expense,Electronics,11914.22,Paytm Wallet,Monitor Keyboard
2026-01-03,Expense,Social,1387.6,Credit Card,Party Contribution
2026-01-03,Expense,Car,741.63,Cash,Parking Charges
2026-01-03,Expense,Tax,10207.34,Credit Card,Income Tax Advance
2026-01-04,Expense,Telephone,855.1,HDFC Bank,Mobile Prepaid Recharge
2026-01-05,Income,Coupons,487.62,HDFC Bank,Cashback Coupon Reward
2026-01-05,Expense,Bills,2497.09,HDFC Bank,Electricity & Utility Bills
2026-01-06,Expense,Uncategorized,550.83,Paytm Wallet,Miscellaneous Expense
2026-01-06,Expense,Uncategorized,1041.53,Paytm Wallet,Cash Withdrawal
2026-01-07,Expense,Telephone,846.05,ICICI Bank,Postpaid Mobile Bill
2026-01-07,Expense,Sport,1494.68,Credit Card,Gym Membership
2026-01-07,Expense,Education,1854.91,ICICI Bank,Certification Fee
2026-01-07,Expense,Beauty,737.59,ICICI Bank,Spa & Grooming
2026-01-07,Expense,Travel,10587.93,HDFC Bank,Hotel Reservation
2026-01-08,Expense,Beauty,3057.13,Credit Card,Skincare Products
2026-01-08,Income,Refunds,2463.25,HDFC Bank,Store Return Refund
2026-01-08,Income,Lottery,4450.52,ICICI Bank,Scratch Card Cash Win
2026-01-08,Expense,Clothing,6143.67,Credit Card,Footwear Store
2026-01-08,Expense,Travel,18603.35,ICICI Bank,Weekend Getaway
2026-01-08,Expense,Transportation,941.46,Cash,Ola Taxi
2026-01-08,Expense,Baby,2844.75,Cash,Baby Food & Formula
2026-01-09,Expense,Car,7239.06,HDFC Bank,Car Service & Oil Change
2026-01-09,Expense,Car,2788.39,HDFC Bank,Car Fuel Refill
2026-01-10,Expense,Tax,12331.03,Cash,Property Tax Payment
2026-01-10,Expense,Health,3111.52,Cash,Doctor Consultation
2026-01-10,Expense,Health,2518.14,Cash,Lab Diagnostics
2026-01-11,Expense,Entertainment,1705.3,Cash,PVR Movie Pass
2026-01-11,Expense,Travel,13319.34,Cash,Weekend Getaway
2026-01-11,Expense,Home,11149.48,Credit Card,Furniture Repair
2026-01-12,Expense,Bills,1166.6,Paytm Wallet,Electricity Bill
2026-01-12,Expense,Travel,15911.68,HDFC Bank,Weekend Getaway
2026-01-12,Expense,Food,1909.12,Credit Card,Swiggy Food Delivery
2026-01-13,Expense,Telephone,224.85,HDFC Bank,Postpaid Mobile Bill
2026-01-13,Expense,Telephone,492.69,Paytm Wallet,Mobile Prepaid Recharge
2026-01-13,Expense,Bills,736.36,Cash,Electricity Bill
2026-01-14,Expense,Electronics,17565.76,Credit Card,Monitor Keyboard
2026-01-14,Expense,Beauty,721.67,Cash,Skincare Products
2026-01-15,Expense,Bills,1880.61,Cash,Electricity Bill
2026-01-15,Expense,Tax,16737.5,Paytm Wallet,Property Tax Payment
2026-01-15,Expense,Social,1343.79,Credit Card,Party Contribution
2026-01-15,Expense,Social,2853.49,ICICI Bank,Party Contribution
2026-01-15,Expense,Baby,1662.92,HDFC Bank,Baby Toys
2026-01-15,Income,Rental,21610.46,ICICI Bank,Parking Space Rent
2026-01-15,Income,Salary,90124.76,HDFC Bank,Monthly Direct Payroll
2026-01-16,Expense,Baby,525.05,Cash,Baby Food & Formula
2026-01-17,Expense,Home,11249.49,Credit Card,Home Decor Item
2026-01-17,Income,Awards,2906.27,Paytm Wallet,Hackathon Prize Money
2026-01-17,Expense,Entertainment,1498.99,Cash,Gaming Purchase
2026-01-18,Expense,Insurance,10010.87,Paytm Wallet,Car Insurance Renewal
2026-01-18,Expense,Insurance,8152.39,Cash,Car Insurance Renewal
2026-01-19,Expense,Tax,19679.2,Cash,Property Tax Payment
2026-01-19,Expense,Tax,18539.01,HDFC Bank,Property Tax Payment
2026-01-19,Expense,Car,1178.16,Credit Card,Parking Charges
2026-01-19,Expense,Tax,17773.43,HDFC Bank,Property Tax Payment
2026-01-20,Expense,Beauty,497.85,Paytm Wallet,Salon & Haircut
2026-01-20,Expense,Telephone,577.72,ICICI Bank,Mobile Prepaid Recharge
2026-01-20,Expense,Tax,18281.69,ICICI Bank,Property Tax Payment
2026-01-20,Expense,Electronics,24383.52,Paytm Wallet,Headphones Purchase
2026-01-20,Expense,Beauty,2112.59,ICICI Bank,Spa & Grooming
2026-01-20,Expense,Entertainment,362.14,Cash,PVR Movie Pass
2026-01-21,Expense,Shopping,1344.5,Paytm Wallet,Retail Store
2026-01-21,Income,Lottery,2521.26,HDFC Bank,Lucky Draw Winner
2026-01-22,Expense,Education,3140.11,Cash,Certification Fee
2026-01-22,Expense,Transportation,757.04,ICICI Bank,Metro SmartCard Topup
2026-01-23,Expense,Subscriptions,1167.81,HDFC Bank,Netflix Premium
2026-01-23,Expense,Insurance,8714.55,Credit Card,Health Insurance Premium
2026-01-23,Income,Freelance,3106.3,HDFC Bank,Web Dev Freelance
2026-01-24,Expense,Sport,1970.17,Credit Card,Sports Shoes
2026-01-24,Expense,Entertainment,409.12,ICICI Bank,PVR Movie Pass
2026-01-24,Income,Rental,19189.78,Paytm Wallet,Parking Space Rent
2026-01-25,Expense,Uncategorized,787.41,ICICI Bank,General Expense
2026-01-25,Expense,Home,3224.4,Paytm Wallet,Home Decor Item
2026-01-25,Expense,Beauty,2873.61,HDFC Bank,Salon & Haircut
2026-01-25,Expense,Social,777.5,ICICI Bank,Dinner with Friends
2026-01-26,Expense,Beauty,3196.19,Paytm Wallet,Salon & Haircut
2026-01-26,Expense,Electronics,12496.23,Cash,Headphones Purchase
2026-01-26,Expense,Car,1755.46,Paytm Wallet,Parking Charges
2026-01-26,Income,Grants,30730.89,ICICI Bank,Research Grant
2026-01-27,Expense,Education,4474.41,Cash,Technical E-Book
2026-01-27,Expense,Education,4394.74,HDFC Bank,Udemy Course
2026-01-27,Income,Awards,3347.07,ICICI Bank,Hackathon Prize Money
2026-01-28,Expense,Shopping,3110.62,ICICI Bank,Retail Store
2026-01-29,Expense,Car,1885.86,Cash,Car Service & Oil Change
2026-01-29,Expense,Shopping,2442.58,Credit Card,Flipkart Purchase
2026-01-29,Expense,Uncategorized,1168.51,HDFC Bank,General Expense
2026-01-31,Expense,Telephone,368.5,Paytm Wallet,Postpaid Mobile Bill
2026-01-31,Expense,Entertainment,979.74,ICICI Bank,Concert Event Ticket
2026-01-31,Expense,Uncategorized,428.35,Paytm Wallet,Cash Withdrawal
2026-02-01,Expense,Clothing,5615.36,HDFC Bank,Zara Clothing
2026-02-02,Income,Salary,75000.0,ICICI Bank,Monthly Base Salary
2026-02-02,Expense,Uncategorized,1463.92,Credit Card,Miscellaneous Expense
2026-02-03,Expense,Home,2591.16,Credit Card,Home Decor Item
2026-02-04,Expense,Sport,3858.99,ICICI Bank,Gym Membership
2026-02-04,Expense,Travel,31423.08,HDFC Bank,Weekend Getaway
2026-02-05,Expense,Home,1184.89,Paytm Wallet,Home Decor Item
2026-02-05,Expense,Bills,3123.02,HDFC Bank,Electricity & Utility Bills
2026-02-06,Expense,Entertainment,2121.69,Cash,Gaming Purchase
2026-02-06,Expense,Education,5600.56,ICICI Bank,Certification Fee
2026-02-07,Income,Freelance,9389.96,Paytm Wallet,UI/UX Design Consulting
2026-02-07,Income,Freelance,19734.63,Paytm Wallet,Technical Writing Contract
2026-02-08,Expense,Insurance,2896.44,HDFC Bank,Car Insurance Renewal
2026-02-08,Income,Freelance,16996.11,Paytm Wallet,Web Dev Freelance
2026-02-08,Expense,Food,433.89,Credit Card,Zomato Order
2026-02-08,Expense,Education,2906.02,Paytm Wallet,Udemy Course
2026-02-10,Expense,Uncategorized,1147.58,Paytm Wallet,Cash Withdrawal
2026-02-10,Income,Sale,3384.89,Paytm Wallet,Old Phone Sale
2026-02-10,Expense,Shopping,5532.29,Credit Card,Retail Store
2026-02-13,Expense,Car,1399.09,Cash,Car Service & Oil Change
2026-02-14,Expense,Health,969.79,Cash,Lab Diagnostics
2026-02-15,Income,Grants,48797.33,Paytm Wallet,Research Grant
2026-02-15,Expense,Sport,3549.9,Credit Card,Gym Membership
2026-02-15,Income,Rental,24397.37,Paytm Wallet,Apartment Rent Income
2026-02-16,Expense,Transportation,125.99,Cash,Uber Cab Ride
2026-02-16,Expense,Car,7888.49,ICICI Bank,Car Service & Oil Change
2026-02-16,Expense,Health,1065.26,Credit Card,Apollo Pharmacy
2026-02-16,Expense,Social,2385.04,Credit Card,Dinner with Friends
2026-02-16,Expense,Bills,587.88,Credit Card,Electricity Bill
2026-02-17,Expense,Insurance,4723.59,HDFC Bank,Car Insurance Renewal
2026-02-17,Income,Grants,42994.28,Paytm Wallet,Startup Seed Grant
2026-02-17,Expense,Education,5730.9,Paytm Wallet,Udemy Course
2026-02-17,Expense,Home,7666.29,HDFC Bank,Kitchen Appliances
2026-02-18,Expense,Insurance,2588.15,Paytm Wallet,Health Insurance Premium
2026-02-18,Expense,Bills,453.65,Cash,Electricity Bill
2026-02-19,Expense,Food,1218.97,HDFC Bank,Dinner at Restaurant
2026-02-19,Expense,Beauty,2918.02,Paytm Wallet,Skincare Products
2026-02-20,Expense,Sport,3368.23,Credit Card,Sports Shoes
2026-02-20,Expense,Bills,2753.08,Credit Card,Piped Gas Bill
2026-02-21,Expense,Beauty,791.84,HDFC Bank,Spa & Grooming
2026-02-21,Expense,Car,5835.51,HDFC Bank,Parking Charges
2026-02-21,Expense,Beauty,1289.82,HDFC Bank,Salon & Haircut
2026-02-22,Expense,Shopping,4812.33,Credit Card,Flipkart Purchase
2026-02-22,Expense,Home,11204.5,Credit Card,Kitchen Appliances
2026-02-22,Income,Refunds,1455.9,ICICI Bank,Flight Cancellation Refund
2026-02-22,Income,Rental,11007.0,HDFC Bank,Apartment Rent Income
2026-02-22,Income,Rental,18475.03,ICICI Bank,Apartment Rent Income
2026-02-22,Expense,Transportation,1060.42,Credit Card,Uber Cab Ride
2026-02-22,Expense,Tax,8380.8,Paytm Wallet,Income Tax Advance
2026-02-23,Expense,Tax,1826.16,HDFC Bank,Income Tax Advance
2026-02-23,Expense,Transportation,1018.15,Paytm Wallet,Uber Cab Ride
2026-02-24,Expense,Shopping,1081.0,Paytm Wallet,Flipkart Purchase
2026-02-25,Expense,Baby,2593.02,Paytm Wallet,Baby Food & Formula
2026-02-25,Expense,Food,1011.87,ICICI Bank,Zomato Order
2026-02-25,Income,Rental,23085.75,Paytm Wallet,Apartment Rent Income
2026-02-25,Expense,Uncategorized,1063.43,Credit Card,Miscellaneous Expense
2026-02-26,Expense,Baby,2053.75,ICICI Bank,Baby Toys
2026-02-27,Expense,Subscriptions,1025.15,Paytm Wallet,Spotify Monthly
2026-02-27,Expense,Clothing,5638.24,HDFC Bank,Footwear Store
2026-02-28,Expense,Sport,1139.22,ICICI Bank,Gym Membership
2026-02-28,Expense,Education,3128.36,Credit Card,Technical E-Book
2026-02-28,Expense,Subscriptions,1028.51,Paytm Wallet,Netflix Premium
2026-03-01,Expense,Home,11607.08,HDFC Bank,Home Decor Item
2026-03-01,Expense,Clothing,1564.61,HDFC Bank,Zara Clothing
2026-03-01,Expense,Transportation,242.21,Cash,Ola Taxi
2026-03-02,Income,Salary,75000.0,ICICI Bank,Monthly Base Salary
2026-03-02,Expense,Health,4693.83,HDFC Bank,Apollo Pharmacy
2026-03-02,Expense,Telephone,203.72,Paytm Wallet,Mobile Prepaid Recharge
2026-03-03,Expense,Beauty,2786.55,Cash,Salon & Haircut
2026-03-04,Expense,Baby,610.61,ICICI Bank,Baby Food & Formula
2026-03-04,Expense,Subscriptions,398.67,HDFC Bank,ChatGPT Plus
2026-03-05,Expense,Travel,31083.76,Paytm Wallet,Hotel Reservation
2026-03-05,Expense,Baby,3884.69,Cash,Baby Toys
2026-03-05,Expense,Bills,3897.02,HDFC Bank,Electricity & Utility Bills
2026-03-05,Expense,Travel,14226.31,Cash,Hotel Reservation
2026-03-05,Income,Lottery,3607.31,Paytm Wallet,Lucky Draw Winner
2026-03-05,Expense,Uncategorized,645.61,ICICI Bank,Cash Withdrawal
2026-03-06,Expense,Car,7617.58,HDFC Bank,Car Fuel Refill
2026-03-06,Expense,Baby,2192.6,Credit Card,Baby Toys
2026-03-06,Expense,Food,589.27,HDFC Bank,Swiggy Food Delivery
2026-03-07,Expense,Clothing,3811.92,HDFC Bank,Zara Clothing
2026-03-07,Expense,Shopping,4164.04,ICICI Bank,Retail Store
2026-03-08,Expense,Education,3557.04,ICICI Bank,Certification Fee
2026-03-08,Expense,Tax,6442.92,ICICI Bank,Income Tax Advance
2026-03-08,Expense,Sport,3490.92,Credit Card,Badminton Racket
2026-03-09,Expense,Telephone,638.28,Paytm Wallet,Mobile Prepaid Recharge
2026-03-09,Expense,Travel,24307.23,HDFC Bank,Hotel Reservation
2026-03-10,Expense,Tax,1291.96,HDFC Bank,Income Tax Advance
2026-03-11,Expense,Car,5442.37,Cash,Car Fuel Refill
2026-03-11,Expense,Insurance,14540.25,Cash,Health Insurance Premium
2026-03-11,Expense,Uncategorized,666.23,HDFC Bank,Cash Withdrawal
2026-03-11,Expense,Bills,1851.05,Paytm Wallet,Electricity Bill
2026-03-11,Expense,Subscriptions,819.68,Credit Card,Spotify Monthly
2026-03-12,Expense,Travel,21603.42,Paytm Wallet,Flight Ticket Booking
2026-03-12,Expense,Baby,3724.11,ICICI Bank,Baby Food & Formula
2026-03-12,Expense,Travel,3254.24,Credit Card,Weekend Getaway
2026-03-13,Expense,Travel,32337.45,HDFC Bank,Weekend Getaway
2026-03-13,Expense,Beauty,2422.1,HDFC Bank,Spa & Grooming
2026-03-13,Expense,Uncategorized,1406.55,ICICI Bank,Cash Withdrawal
2026-03-14,Expense,Entertainment,2275.51,Credit Card,PVR Movie Pass
2026-03-14,Expense,Telephone,584.97,Paytm Wallet,Postpaid Mobile Bill
2026-03-14,Expense,Tax,7873.81,Cash,Property Tax Payment
2026-03-14,Expense,Social,2943.7,Paytm Wallet,Dinner with Friends
2026-03-15,Income,Sale,3319.31,ICICI Bank,Old Phone Sale
2026-03-15,Expense,Subscriptions,1183.56,ICICI Bank,Spotify Monthly
2026-03-15,Expense,Shopping,1007.98,ICICI Bank,Amazon Shopping
2026-03-15,Expense,Social,1546.33,HDFC Bank,Party Contribution
2026-03-15,Expense,Tax,8105.27,HDFC Bank,Property Tax Payment
2026-03-15,Expense,Home,5407.79,Credit Card,Kitchen Appliances
2026-03-16,Expense,Bills,1170.54,Cash,Electricity Bill
2026-03-16,Expense,Baby,2142.74,Paytm Wallet,Baby Toys
2026-03-16,Income,Lottery,1720.66,Paytm Wallet,Lucky Draw Winner
2026-03-16,Expense,Uncategorized,137.31,Credit Card,Cash Withdrawal
2026-03-17,Expense,Education,2409.3,Credit Card,Certification Fee
2026-03-17,Expense,Beauty,2123.98,ICICI Bank,Spa & Grooming
2026-03-17,Expense,Telephone,838.89,Cash,Mobile Prepaid Recharge
2026-03-18,Expense,Education,944.42,HDFC Bank,Certification Fee
2026-03-18,Expense,Uncategorized,823.81,Credit Card,General Expense
2026-03-18,Income,Coupons,245.09,Paytm Wallet,Referral Bonus Coupon
2026-03-18,Expense,Transportation,654.78,HDFC Bank,Uber Cab Ride
2026-03-19,Expense,Telephone,728.5,ICICI Bank,Postpaid Mobile Bill
2026-03-19,Expense,Electronics,8697.72,HDFC Bank,Gadget Accessory
2026-03-20,Expense,Entertainment,893.03,ICICI Bank,Concert Event Ticket
2026-03-20,Expense,Tax,9826.45,HDFC Bank,Income Tax Advance
2026-03-21,Expense,Uncategorized,940.3,HDFC Bank,Miscellaneous Expense
2026-03-21,Expense,Subscriptions,1125.12,HDFC Bank,YouTube Premium
2026-03-21,Expense,Car,1064.33,ICICI Bank,Parking Charges
2026-03-21,Expense,Car,6884.34,HDFC Bank,Car Service & Oil Change
2026-03-22,Expense,Electronics,5938.83,HDFC Bank,Gadget Accessory
2026-03-22,Expense,Subscriptions,1225.42,Credit Card,YouTube Premium
2026-03-23,Expense,Transportation,771.02,Credit Card,Metro SmartCard Topup
2026-03-23,Expense,Transportation,207.22,Cash,Metro SmartCard Topup
2026-03-23,Income,Freelance,16360.99,HDFC Bank,UI/UX Design Consulting
2026-03-24,Expense,Insurance,12553.0,Paytm Wallet,Health Insurance Premium
2026-03-24,Expense,Beauty,2943.59,ICICI Bank,Spa & Grooming
2026-03-24,Income,Rental,23865.56,Paytm Wallet,Apartment Rent Income
2026-03-25,Expense,Uncategorized,847.3,Cash,Cash Withdrawal
2026-03-25,Expense,Beauty,447.64,Cash,Spa & Grooming
2026-03-25,Expense,Car,7023.4,Paytm Wallet,Car Service & Oil Change
2026-03-25,Expense,Education,4828.03,HDFC Bank,Certification Fee
2026-03-25,Income,Coupons,249.66,ICICI Bank,Promo Reward
2026-03-26,Expense,Tax,2494.29,Credit Card,Property Tax Payment
2026-03-26,Expense,Entertainment,2486.77,HDFC Bank,Concert Event Ticket
2026-03-27,Expense,Health,3558.72,Paytm Wallet,Doctor Consultation
2026-03-28,Expense,Health,1325.57,Credit Card,Doctor Consultation
2026-03-29,Expense,Electronics,13268.18,ICICI Bank,Gadget Accessory
2026-03-29,Expense,Transportation,1485.84,Paytm Wallet,Ola Taxi
2026-03-29,Income,Lottery,2975.37,ICICI Bank,Scratch Card Cash Win
2026-03-29,Expense,Electronics,19118.64,Credit Card,Headphones Purchase
2026-03-29,Expense,Clothing,3923.83,HDFC Bank,Zara Clothing
2026-03-30,Expense,Sport,1089.21,Credit Card,Gym Membership
2026-03-31,Expense,Transportation,1427.17,ICICI Bank,Metro SmartCard Topup
2026-03-31,Income,Rental,16751.05,Paytm Wallet,Apartment Rent Income
2026-04-01,Income,Salary,90000.0,ICICI Bank,Monthly Base Salary
2026-04-01,Expense,Education,5841.34,ICICI Bank,Udemy Course
2026-04-01,Income,Rental,18733.66,Paytm Wallet,Parking Space Rent
2026-04-01,Expense,Bills,1606.37,ICICI Bank,WiFi Broadband Bill
2026-04-02,Expense,Sport,2365.43,Cash,Sports Shoes
2026-04-02,Expense,Food,1671.59,ICICI Bank,Swiggy Food Delivery
2026-04-02,Income,Coupons,291.04,HDFC Bank,Cashback Coupon Reward
2026-04-02,Income,Sale,9951.64,Paytm Wallet,Used Furniture Sale
2026-04-03,Expense,Travel,17981.87,HDFC Bank,Hotel Reservation
2026-04-03,Income,Refunds,1149.01,ICICI Bank,Flight Cancellation Refund
2026-04-03,Expense,Clothing,3182.85,Paytm Wallet,Footwear Store
2026-04-04,Expense,Telephone,534.3,Cash,Mobile Prepaid Recharge
2026-04-05,Expense,Insurance,11160.24,Credit Card,Car Insurance Renewal
2026-04-05,Expense,Social,947.42,ICICI Bank,Party Contribution
2026-04-05,Expense,Sport,2736.8,Paytm Wallet,Sports Shoes
2026-04-05,Expense,Bills,3056.54,HDFC Bank,Electricity & Utility Bills
2026-04-06,Income,Grants,31250.49,HDFC Bank,Research Grant
2026-04-06,Expense,Subscriptions,885.03,Paytm Wallet,ChatGPT Plus
2026-04-07,Expense,Baby,343.73,Cash,Diapers & Wipes
2026-04-07,Expense,Insurance,4200.45,ICICI Bank,Car Insurance Renewal
2026-04-07,Expense,Sport,1348.15,Paytm Wallet,Sports Shoes
2026-04-07,Expense,Social,863.64,Credit Card,Party Contribution
2026-04-07,Expense,Car,4408.54,Cash,Car Service & Oil Change
2026-04-08,Expense,Bills,2216.84,HDFC Bank,Piped Gas Bill
2026-04-08,Expense,Health,3671.74,Credit Card,Doctor Consultation
2026-04-08,Income,Grants,24730.47,Paytm Wallet,Startup Seed Grant
2026-04-08,Expense,Shopping,4172.38,ICICI Bank,Flipkart Purchase
2026-04-08,Expense,Food,832.72,Cash,Zomato Order
2026-04-09,Income,Salary,74443.71,Paytm Wallet,Monthly Base Salary
2026-04-09,Expense,Travel,6312.9,Credit Card,Weekend Getaway
2026-04-09,Expense,Uncategorized,1392.3,HDFC Bank,General Expense
2026-04-12,Income,Grants,21552.84,ICICI Bank,Innovation Award Grant
2026-04-12,Expense,Home,11014.8,Credit Card,Furniture Repair
2026-04-15,Expense,Bills,3206.16,Paytm Wallet,WiFi Broadband Bill
2026-04-15,Expense,Insurance,8672.09,Cash,Health Insurance Premium
2026-04-15,Income,Freelance,8831.25,ICICI Bank,Technical Writing Contract
2026-04-15,Income,Lottery,591.05,ICICI Bank,Scratch Card Cash Win
2026-04-15,Expense,Beauty,1686.73,HDFC Bank,Skincare Products
2026-04-16,Expense,Beauty,1961.48,Credit Card,Spa & Grooming
2026-04-16,Expense,Bills,2042.9,Paytm Wallet,Electricity Bill
2026-04-16,Expense,Bills,1561.39,Cash,Piped Gas Bill
2026-04-17,Expense,Subscriptions,646.24,Cash,ChatGPT Plus
2026-04-17,Expense,Food,661.04,Cash,Groceries
2026-04-18,Expense,Food,1324.32,Credit Card,Dinner at Restaurant
2026-04-18,Expense,Uncategorized,638.83,Paytm Wallet,General Expense
2026-04-18,Expense,Bills,1968.96,ICICI Bank,Electricity Bill
2026-04-18,Expense,Social,2222.68,ICICI Bank,Party Contribution
2026-04-19,Income,Grants,25555.39,ICICI Bank,Research Grant
2026-04-19,Expense,Clothing,5017.96,HDFC Bank,Footwear Store
2026-04-19,Income,Awards,2969.37,HDFC Bank,Performance Excellence Award
2026-04-19,Expense,Entertainment,981.22,ICICI Bank,Concert Event Ticket
2026-04-19,Expense,Car,3786.24,Cash,Parking Charges
2026-04-20,Expense,Insurance,12673.23,HDFC Bank,Health Insurance Premium
2026-04-20,Expense,Clothing,1507.14,HDFC Bank,Myntra Apparel
2026-04-21,Expense,Education,3979.64,Credit Card,Udemy Course
2026-04-21,Expense,Telephone,829.85,Cash,Postpaid Mobile Bill
2026-04-21,Expense,Telephone,885.8,Cash,Mobile Prepaid Recharge
2026-04-21,Expense,Social,1710.2,Credit Card,Birthday Gift
2026-04-21,Expense,Sport,3580.6,Paytm Wallet,Badminton Racket
2026-04-22,Expense,Sport,3572.83,Cash,Badminton Racket
2026-04-22,Expense,Entertainment,2133.71,Cash,Gaming Purchase
2026-04-24,Expense,Entertainment,2684.33,Cash,PVR Movie Pass
2026-04-24,Expense,Telephone,656.82,Paytm Wallet,Postpaid Mobile Bill
2026-04-25,Expense,Clothing,4764.38,HDFC Bank,Zara Clothing
2026-04-25,Expense,Health,1821.22,ICICI Bank,Lab Diagnostics
2026-04-26,Expense,Electronics,19671.01,ICICI Bank,Gadget Accessory
2026-04-26,Expense,Education,1036.36,ICICI Bank,Certification Fee
2026-04-27,Expense,Travel,12837.14,HDFC Bank,Weekend Getaway
2026-04-27,Income,Rental,10347.64,Paytm Wallet,Parking Space Rent
2026-04-28,Expense,Beauty,2265.11,HDFC Bank,Skincare Products
2026-04-28,Expense,Insurance,2936.98,Cash,Health Insurance Premium
2026-04-28,Expense,Insurance,2698.05,ICICI Bank,Car Insurance Renewal
2026-04-29,Expense,Education,672.14,Credit Card,Udemy Course
2026-04-29,Expense,Car,6522.07,Paytm Wallet,Car Fuel Refill
2026-04-29,Income,Rental,20680.29,HDFC Bank,Parking Space Rent
2026-04-29,Income,Grants,41710.38,Paytm Wallet,Innovation Award Grant
2026-04-29,Expense,Tax,16208.56,HDFC Bank,Income Tax Advance
2026-04-29,Expense,Travel,2952.73,Paytm Wallet,Weekend Getaway
2026-04-30,Expense,Beauty,1017.55,Cash,Skincare Products
2026-04-30,Expense,Social,1227.31,ICICI Bank,Dinner with Friends
2026-05-01,Expense,Subscriptions,490.52,Credit Card,Netflix Premium
2026-05-01,Expense,Tax,15575.09,Cash,Property Tax Payment
2026-05-01,Expense,Tax,1717.2,Paytm Wallet,Property Tax Payment
2026-05-02,Income,Salary,75000.0,ICICI Bank,Monthly Base Salary
2026-05-03,Expense,Education,2458.47,HDFC Bank,Technical E-Book
2026-05-03,Expense,Subscriptions,1316.17,Credit Card,Spotify Monthly
2026-05-03,Expense,Entertainment,2300.47,HDFC Bank,PVR Movie Pass
2026-05-03,Expense,Health,3526.09,Cash,Apollo Pharmacy
2026-05-05,Expense,Bills,2538.28,HDFC Bank,Electricity & Utility Bills
2026-05-05,Expense,Insurance,7911.04,Credit Card,Car Insurance Renewal
2026-05-05,Income,Awards,6918.94,ICICI Bank,Design Contest Award
2026-05-05,Expense,Sport,2049.86,ICICI Bank,Badminton Racket
2026-05-05,Expense,Travel,12170.76,Paytm Wallet,Hotel Reservation
2026-05-05,Expense,Electronics,4605.77,Credit Card,Headphones Purchase
2026-05-06,Expense,Education,2186.64,Cash,Technical E-Book
2026-05-06,Expense,Insurance,8329.2,Paytm Wallet,Car Insurance Renewal
2026-05-07,Expense,Bills,3381.03,Cash,Electricity Bill
2026-05-07,Expense,Travel,4690.61,ICICI Bank,Weekend Getaway
2026-05-07,Expense,Food,461.2,Cash,Groceries
2026-05-07,Income,Coupons,162.77,Paytm Wallet,Promo Reward
2026-05-08,Income,Refunds,668.49,HDFC Bank,Amazon Refund
2026-05-08,Expense,Shopping,1605.16,Credit Card,Flipkart Purchase
2026-05-10,Expense,Bills,826.11,ICICI Bank,Piped Gas Bill
2026-05-10,Expense,Clothing,6031.89,Credit Card,Myntra Apparel
2026-05-10,Expense,Education,2374.22,Cash,Technical E-Book
2026-05-10,Expense,Transportation,971.1,Cash,Ola Taxi
2026-05-11,Expense,Education,2920.08,Credit Card,Certification Fee
2026-05-11,Expense,Tax,11528.89,Cash,Property Tax Payment
2026-05-11,Expense,Education,3267.46,ICICI Bank,Certification Fee
2026-05-11,Expense,Subscriptions,1420.55,Paytm Wallet,Netflix Premium
2026-05-11,Expense,Social,2934.69,ICICI Bank,Birthday Gift
2026-05-11,Expense,Transportation,967.96,Paytm Wallet,Uber Cab Ride
2026-05-12,Expense,Health,1340.67,HDFC Bank,Apollo Pharmacy
2026-05-13,Expense,Insurance,6564.3,ICICI Bank,Health Insurance Premium
2026-05-13,Expense,Entertainment,913.99,HDFC Bank,Concert Event Ticket
2026-05-15,Expense,Travel,34821.79,HDFC Bank,Weekend Getaway
2026-05-16,Expense,Uncategorized,576.25,Cash,Cash Withdrawal
2026-05-16,Expense,Shopping,906.76,Paytm Wallet,Flipkart Purchase
2026-05-16,Expense,Insurance,9954.45,ICICI Bank,Car Insurance Renewal
